name,album,year,artist,featured_artists,track_number,tracks_on_album,explicit,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,album_image_url
Conversations with my Wife,Glory Sound Prep,2018,Jon Bellion,,1,10,1,206210,54,0.496,0.487,6,-7.003,1,0.0301,0.0222,1.85E-05,0.638,0.321,138.187,audio_features,1EAZ0APxPiVuzDb7R5TfVI,spotify:track:1EAZ0APxPiVuzDb7R5TfVI,https://api.spotify.com/v1/tracks/1EAZ0APxPiVuzDb7R5TfVI,https://api.spotify.com/v1/audio-analysis/1EAZ0APxPiVuzDb7R5TfVI,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
JT,Glory Sound Prep,2018,Jon Bellion,,2,10,0,268466,51,0.518,0.587,0,-7.937,1,0.12,0.0168,1.19E-06,0.206,0.631,98.367,audio_features,1eftOUoeMO1JkSQQmS6jXF,spotify:track:1eftOUoeMO1JkSQQmS6jXF,https://api.spotify.com/v1/tracks/1eftOUoeMO1JkSQQmS6jXF,https://api.spotify.com/v1/audio-analysis/1eftOUoeMO1JkSQQmS6jXF,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
"Let's Begin (feat. Roc Marciano, RZA, B.Keyz & Travis Mendes)",Glory Sound Prep,2018,Jon Bellion,Travis Mendes,3,10,1,340522,46,0.647,0.749,4,-5.056,0,0.42,0.29,1.19E-06,0.126,0.585,91.902,audio_features,2X1Tygc4uVunRgzNkFb1mG,spotify:track:2X1Tygc4uVunRgzNkFb1mG,https://api.spotify.com/v1/tracks/2X1Tygc4uVunRgzNkFb1mG,https://api.spotify.com/v1/audio-analysis/2X1Tygc4uVunRgzNkFb1mG,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
Stupid Deep,Glory Sound Prep,2018,Jon Bellion,,4,10,0,178176,63,0.362,0.377,2,-9.713,1,0.0339,0.732,0.000631,0.127,0.294,137.891,audio_features,7cK7hDrE7vAesPf8xd5zmb,spotify:track:7cK7hDrE7vAesPf8xd5zmb,https://api.spotify.com/v1/tracks/7cK7hDrE7vAesPf8xd5zmb,https://api.spotify.com/v1/audio-analysis/7cK7hDrE7vAesPf8xd5zmb,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
The Internet,Glory Sound Prep,2018,Jon Bellion,,5,10,0,189492,51,0.767,0.792,5,-5.053,0,0.225,0.106,1.02E-05,0.145,0.699,119.168,audio_features,359Q4gGdrQIFhRzs7J8gZu,spotify:track:359Q4gGdrQIFhRzs7J8gZu,https://api.spotify.com/v1/tracks/359Q4gGdrQIFhRzs7J8gZu,https://api.spotify.com/v1/audio-analysis/359Q4gGdrQIFhRzs7J8gZu,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
Blu,Glory Sound Prep,2018,Jon Bellion,,6,10,0,183344,62,0.384,0.465,0,-8.554,1,0.0341,0.29,2.22E-05,0.359,0.636,131.604,audio_features,4FUDWkguOUVpLRAVn5C20z,spotify:track:4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/tracks/4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/audio-analysis/4FUDWkguOUVpLRAVn5C20z,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
Adult Swim (feat. Tuamie),Glory Sound Prep,2018,Jon Bellion,Tuamie,7,10,1,313897,50,0.701,0.828,7,-5.606,1,0.297,0.244,0,0.417,0.651,89.988,audio_features,7HKSWfpxHhllSmoLk9AQz8,spotify:track:7HKSWfpxHhllSmoLk9AQz8,https://api.spotify.com/v1/tracks/7HKSWfpxHhllSmoLk9AQz8,https://api.spotify.com/v1/audio-analysis/7HKSWfpxHhllSmoLk9AQz8,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
Couples Retreat,Glory Sound Prep,2018,Jon Bellion,,8,10,1,208697,47,0.347,0.672,7,-6.661,1,0.52,0.0118,0.000154,0.245,0.565,195.225,audio_features,7pMS0byKI7V1Mpl0SlWEDq,spotify:track:7pMS0byKI7V1Mpl0SlWEDq,https://api.spotify.com/v1/tracks/7pMS0byKI7V1Mpl0SlWEDq,https://api.spotify.com/v1/audio-analysis/7pMS0byKI7V1Mpl0SlWEDq,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
Cautionary Tales,Glory Sound Prep,2018,Jon Bellion,,9,10,0,227207,48,0.582,0.55,7,-8.474,1,0.0448,0.0122,2.77E-05,0.128,0.696,94.087,audio_features,6BbANlpji0u8ZlqyPVMQiM,spotify:track:6BbANlpji0u8ZlqyPVMQiM,https://api.spotify.com/v1/tracks/6BbANlpji0u8ZlqyPVMQiM,https://api.spotify.com/v1/audio-analysis/6BbANlpji0u8ZlqyPVMQiM,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
Mah's Joint (feat. Quincy Jones),Glory Sound Prep,2018,Jon Bellion,Quincy Jones,10,10,0,481590,45,0.271,0.474,0,-9.718,1,0.0498,0.317,0.000489,0.097,0.362,177.907,audio_features,1SefvAcZtoZo22njnX2qy7,spotify:track:1SefvAcZtoZo22njnX2qy7,https://api.spotify.com/v1/tracks/1SefvAcZtoZo22njnX2qy7,https://api.spotify.com/v1/audio-analysis/1SefvAcZtoZo22njnX2qy7,4,https://i.scdn.co/image/ab67616d0000b273bc200956ba9de7303d8bd068
Waiting On the World to Change,Continuum,2006,John Mayer,,1,12,0,201173,74,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,audio_features,5imShWWzwqfAJ9gXFpGAQh,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/audio-analysis/5imShWWzwqfAJ9gXFpGAQh,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
I Don't Trust Myself (With Loving You),Continuum,2006,John Mayer,,2,12,0,292013,58,0.842,0.384,9,-11.384,0,0.0354,0.638,0.000505,0.0998,0.604,84.026,audio_features,7peh6LUcdNPcMdrSH4JPsM,spotify:track:7peh6LUcdNPcMdrSH4JPsM,https://api.spotify.com/v1/tracks/7peh6LUcdNPcMdrSH4JPsM,https://api.spotify.com/v1/audio-analysis/7peh6LUcdNPcMdrSH4JPsM,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Belief,Continuum,2006,John Mayer,,3,12,0,242333,56,0.664,0.734,5,-8.024,1,0.0343,0.033,0.0404,0.0801,0.84,101.348,audio_features,35LDid9nvuYrUyZk5qGD0i,spotify:track:35LDid9nvuYrUyZk5qGD0i,https://api.spotify.com/v1/tracks/35LDid9nvuYrUyZk5qGD0i,https://api.spotify.com/v1/audio-analysis/35LDid9nvuYrUyZk5qGD0i,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Gravity,Continuum,2006,John Mayer,,4,12,0,245827,74,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98,audio_features,3SktMqZmo3M9zbB7oKMIF7,spotify:track:3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/tracks/3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/audio-analysis/3SktMqZmo3M9zbB7oKMIF7,3,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
The Heart of Life,Continuum,2006,John Mayer,,5,12,0,198200,64,0.496,0.238,1,-11.026,1,0.0301,0.958,0.0109,0.0875,0.349,175.96,audio_features,78DwRIo6Vj6wqteyerGetr,spotify:track:78DwRIo6Vj6wqteyerGetr,https://api.spotify.com/v1/tracks/78DwRIo6Vj6wqteyerGetr,https://api.spotify.com/v1/audio-analysis/78DwRIo6Vj6wqteyerGetr,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Vultures,Continuum,2006,John Mayer,,6,12,0,250840,59,0.882,0.478,4,-10.386,1,0.0304,0.476,0.00581,0.0737,0.802,97.81,audio_features,1IdTIzkTK6CcpKKgMUGbg7,spotify:track:1IdTIzkTK6CcpKKgMUGbg7,https://api.spotify.com/v1/tracks/1IdTIzkTK6CcpKKgMUGbg7,https://api.spotify.com/v1/audio-analysis/1IdTIzkTK6CcpKKgMUGbg7,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Stop This Train,Continuum,2006,John Mayer,,7,12,0,285053,66,0.619,0.437,7,-11.756,1,0.0314,0.465,0.00609,0.0971,0.406,89.511,audio_features,3E6iea9uEmB7gRru4lyP6h,spotify:track:3E6iea9uEmB7gRru4lyP6h,https://api.spotify.com/v1/tracks/3E6iea9uEmB7gRru4lyP6h,https://api.spotify.com/v1/audio-analysis/3E6iea9uEmB7gRru4lyP6h,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Slow Dancing in a Burning Room,Continuum,2006,John Mayer,,8,12,0,242000,75,0.668,0.361,1,-8.69,0,0.0273,0.573,0.00506,0.0805,0.288,134.15,audio_features,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,5,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Bold as Love,Continuum,2006,John Mayer,,9,12,0,258160,54,0.439,0.591,1,-6.407,1,0.0419,0.0993,0.00225,0.0718,0.397,125.893,audio_features,50DMG6AvtNzbrxMc62w6ph,spotify:track:50DMG6AvtNzbrxMc62w6ph,https://api.spotify.com/v1/tracks/50DMG6AvtNzbrxMc62w6ph,https://api.spotify.com/v1/audio-analysis/50DMG6AvtNzbrxMc62w6ph,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Dreaming with a Broken Heart,Continuum,2006,John Mayer,,10,12,0,245747,64,0.608,0.351,0,-9.316,1,0.03,0.557,0.00892,0.201,0.157,135.976,audio_features,7keXdrB4mz57u4b8YkCwag,spotify:track:7keXdrB4mz57u4b8YkCwag,https://api.spotify.com/v1/tracks/7keXdrB4mz57u4b8YkCwag,https://api.spotify.com/v1/audio-analysis/7keXdrB4mz57u4b8YkCwag,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
In Repair,Continuum,2006,John Mayer,,11,12,0,367813,53,0.425,0.588,2,-6.721,1,0.0293,0.0538,0.00144,0.0697,0.395,145.079,audio_features,7MRn6wgG0ReDRNYV5wJeGX,spotify:track:7MRn6wgG0ReDRNYV5wJeGX,https://api.spotify.com/v1/tracks/7MRn6wgG0ReDRNYV5wJeGX,https://api.spotify.com/v1/audio-analysis/7MRn6wgG0ReDRNYV5wJeGX,4,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Watching the River Flow - Single Version,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,1,21,0,213893,22,0.696,0.611,5,-8.055,1,0.053,0.664,1.53E-05,0.474,0.769,112.837,audio_features,1U6hcON934PqSRdb56FdIc,spotify:track:1U6hcON934PqSRdb56FdIc,https://api.spotify.com/v1/tracks/1U6hcON934PqSRdb56FdIc,https://api.spotify.com/v1/audio-analysis/1U6hcON934PqSRdb56FdIc,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
"Lay, Lady, Lay",Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,3,21,0,196800,20,0.502,0.297,11,-12.582,0,0.0352,0.532,0.00292,0.143,0.515,154.373,audio_features,5h5vzFI5zczQnXTwAJN8fA,spotify:track:5h5vzFI5zczQnXTwAJN8fA,https://api.spotify.com/v1/tracks/5h5vzFI5zczQnXTwAJN8fA,https://api.spotify.com/v1/audio-analysis/5h5vzFI5zczQnXTwAJN8fA,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
Stuck Inside of Mobile With the Memphis Blues Again,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,4,21,0,425693,20,0.5,0.63,9,-10.749,1,0.0425,0.511,0,0.107,0.613,134.686,audio_features,3J8GSsQtqWuKjJekBmavzH,spotify:track:3J8GSsQtqWuKjJekBmavzH,https://api.spotify.com/v1/tracks/3J8GSsQtqWuKjJekBmavzH,https://api.spotify.com/v1/audio-analysis/3J8GSsQtqWuKjJekBmavzH,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
All I Really Want to Do,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,6,21,0,242400,17,0.371,0.27,9,-9.965,1,0.032,0.91,2.31E-06,0.132,0.347,178.56,audio_features,7Aln72DKGVESqkKMMqdIOr,spotify:track:7Aln72DKGVESqkKMMqdIOr,https://api.spotify.com/v1/tracks/7Aln72DKGVESqkKMMqdIOr,https://api.spotify.com/v1/audio-analysis/7Aln72DKGVESqkKMMqdIOr,3,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
My Back Pages,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,7,21,0,261333,17,0.463,0.309,3,-9.642,1,0.0387,0.882,0,0.104,0.264,145.181,audio_features,4WNIrd74kmKm4NQiuVpUFH,spotify:track:4WNIrd74kmKm4NQiuVpUFH,https://api.spotify.com/v1/tracks/4WNIrd74kmKm4NQiuVpUFH,https://api.spotify.com/v1/audio-analysis/4WNIrd74kmKm4NQiuVpUFH,3,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
Maggie's Farm,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,8,21,0,231040,16,0.399,0.781,0,-7.295,1,0.0468,0.449,0,0.186,0.526,176.477,audio_features,1dbZ7px9goKUZOwTrwnnoN,spotify:track:1dbZ7px9goKUZOwTrwnnoN,https://api.spotify.com/v1/tracks/1dbZ7px9goKUZOwTrwnnoN,https://api.spotify.com/v1/audio-analysis/1dbZ7px9goKUZOwTrwnnoN,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
Tonight I'll Be Staying Here with You,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,9,21,0,201427,17,0.574,0.581,7,-11.324,1,0.0562,0.266,0.00109,0.042,0.542,81.909,audio_features,0MrjW671VIjmGaw0P4I9S7,spotify:track:0MrjW671VIjmGaw0P4I9S7,https://api.spotify.com/v1/tracks/0MrjW671VIjmGaw0P4I9S7,https://api.spotify.com/v1/audio-analysis/0MrjW671VIjmGaw0P4I9S7,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
She Belongs to Me,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,1,21,0,167333,17,0.683,0.488,9,-10.098,1,0.0326,0.596,3.92E-06,0.14,0.522,111.937,audio_features,6IkAVyBEogaCL4CfI3jGzm,spotify:track:6IkAVyBEogaCL4CfI3jGzm,https://api.spotify.com/v1/tracks/6IkAVyBEogaCL4CfI3jGzm,https://api.spotify.com/v1/audio-analysis/6IkAVyBEogaCL4CfI3jGzm,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
All Along the Watchtower,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,2,21,0,150907,18,0.577,0.461,1,-9.27,0,0.0306,0.654,2.69E-06,0.0947,0.609,129.427,audio_features,6hMVa7OswjMJ064ZTw82LS,spotify:track:6hMVa7OswjMJ064ZTw82LS,https://api.spotify.com/v1/tracks/6hMVa7OswjMJ064ZTw82LS,https://api.spotify.com/v1/audio-analysis/6hMVa7OswjMJ064ZTw82LS,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
"The Mighty Quinn (Quinn, the Eskimo)",Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,3,21,0,164533,20,0.596,0.543,9,-9.487,1,0.0716,0.564,0,0.0643,0.787,89.402,audio_features,0D3o4nl1tWLZJQAH0kQUP9,spotify:track:0D3o4nl1tWLZJQAH0kQUP9,https://api.spotify.com/v1/tracks/0D3o4nl1tWLZJQAH0kQUP9,https://api.spotify.com/v1/audio-analysis/0D3o4nl1tWLZJQAH0kQUP9,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
Just Like Tom Thumb's Blues,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,4,21,0,325333,16,0.501,0.489,7,-8.751,1,0.0273,0.701,0,0.271,0.585,98.895,audio_features,5QhuzE05Nypw6O3xfSPAVx,spotify:track:5QhuzE05Nypw6O3xfSPAVx,https://api.spotify.com/v1/tracks/5QhuzE05Nypw6O3xfSPAVx,https://api.spotify.com/v1/audio-analysis/5QhuzE05Nypw6O3xfSPAVx,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
A Hard Rain's A-Gonna Fall,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,5,21,0,408827,18,0.574,0.311,4,-12.413,1,0.0297,0.909,8.52E-05,0.146,0.302,92.744,audio_features,1edLwue7tZcWA10Mp5Chhm,spotify:track:1edLwue7tZcWA10Mp5Chhm,https://api.spotify.com/v1/tracks/1edLwue7tZcWA10Mp5Chhm,https://api.spotify.com/v1/audio-analysis/1edLwue7tZcWA10Mp5Chhm,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
If Not for You,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,6,21,0,159867,17,0.665,0.49,9,-10.743,1,0.031,0.493,0.0533,0.145,0.904,139.493,audio_features,4lAPD5g2wjRMTmcRl1DV7D,spotify:track:4lAPD5g2wjRMTmcRl1DV7D,https://api.spotify.com/v1/tracks/4lAPD5g2wjRMTmcRl1DV7D,https://api.spotify.com/v1/audio-analysis/4lAPD5g2wjRMTmcRl1DV7D,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
"It's All over Now, Baby Blue",Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,7,21,0,254200,18,0.668,0.326,4,-9.563,1,0.0322,0.798,0,0.0687,0.383,121.783,audio_features,3s4nxNmXIWxyOfvpE7btxc,spotify:track:3s4nxNmXIWxyOfvpE7btxc,https://api.spotify.com/v1/tracks/3s4nxNmXIWxyOfvpE7btxc,https://api.spotify.com/v1/audio-analysis/3s4nxNmXIWxyOfvpE7btxc,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
"Tomorrow Is a Long Time - Live at Town Hall, New York, NY - April 1963",Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,8,21,0,181800,28,0.444,0.183,10,-20.304,1,0.045,0.978,0.18,0.688,0.627,96.249,audio_features,33sjOTo0KW2w7D9jaUA2pg,spotify:track:33sjOTo0KW2w7D9jaUA2pg,https://api.spotify.com/v1/tracks/33sjOTo0KW2w7D9jaUA2pg,https://api.spotify.com/v1/audio-analysis/33sjOTo0KW2w7D9jaUA2pg,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
When I Paint My Masterpiece - Studio Outtake - 1971,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,9,21,0,201800,21,0.626,0.45,9,-10,1,0.0357,0.627,0,0.244,0.698,139.438,audio_features,2AvzdZW3p6eouVGk2F9QnV,spotify:track:2AvzdZW3p6eouVGk2F9QnV,https://api.spotify.com/v1/tracks/2AvzdZW3p6eouVGk2F9QnV,https://api.spotify.com/v1/audio-analysis/2AvzdZW3p6eouVGk2F9QnV,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
I Shall Be Released - Studio Outtake - 1971,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,10,21,0,182107,22,0.52,0.17,4,-14.017,0,0.0491,0.705,0.000127,0.101,0.377,144.318,audio_features,4yxFsxkFSXaRUnaySNVIuL,spotify:track:4yxFsxkFSXaRUnaySNVIuL,https://api.spotify.com/v1/tracks/4yxFsxkFSXaRUnaySNVIuL,https://api.spotify.com/v1/audio-analysis/4yxFsxkFSXaRUnaySNVIuL,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
You Ain't Goin' Nowhere - Studio Outtake - 1971,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,11,21,0,164600,20,0.479,0.369,7,-10.148,1,0.0374,0.413,0,0.0752,0.587,155.922,audio_features,704uzFeG9kwOUtUCtDOJs4,spotify:track:704uzFeG9kwOUtUCtDOJs4,https://api.spotify.com/v1/tracks/704uzFeG9kwOUtUCtDOJs4,https://api.spotify.com/v1/audio-analysis/704uzFeG9kwOUtUCtDOJs4,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
Down In the Flood - Studio Outtake - 1971,Bob Dylan's Greatest Hits Volume II,1971,Bob Dylan,,12,21,0,167733,16,0.631,0.275,7,-12.695,1,0.0307,0.439,1.09E-06,0.123,0.326,111.851,audio_features,2cgSIRJKnAZhMSkRQzXY3n,spotify:track:2cgSIRJKnAZhMSkRQzXY3n,https://api.spotify.com/v1/tracks/2cgSIRJKnAZhMSkRQzXY3n,https://api.spotify.com/v1/audio-analysis/2cgSIRJKnAZhMSkRQzXY3n,4,https://i.scdn.co/image/ab67616d0000b27367652be36ed107745b13dff9
The Genesis,Illmatic,1994,Nas,,1,10,1,105320,51,0.613,0.899,1,-4.669,1,0.432,0.45,0,0.422,0.926,98.158,audio_features,4N0olzsMpr5cAPFrzNErGv,spotify:track:4N0olzsMpr5cAPFrzNErGv,https://api.spotify.com/v1/tracks/4N0olzsMpr5cAPFrzNErGv,https://api.spotify.com/v1/audio-analysis/4N0olzsMpr5cAPFrzNErGv,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
N.Y. State of Mind,Illmatic,1994,Nas,,2,20,1,293973,66,0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,audio_features,5zwz05jkQVT68CjUpPwFZe,spotify:track:5zwz05jkQVT68CjUpPwFZe,https://api.spotify.com/v1/tracks/5zwz05jkQVT68CjUpPwFZe,https://api.spotify.com/v1/audio-analysis/5zwz05jkQVT68CjUpPwFZe,4,https://i.scdn.co/image/ab67616d0000b27375d9ecf8d29744037d2d6064
Life's a Bitch (feat. AZ & Olu Dara),Illmatic,1994,Nas,Olu Dara,3,10,1,210840,59,0.775,0.734,7,-5.41,1,0.215,0.00138,0,0.304,0.342,90.001,audio_features,2LhhnqrHPWvXYveZVHLKrd,spotify:track:2LhhnqrHPWvXYveZVHLKrd,https://api.spotify.com/v1/tracks/2LhhnqrHPWvXYveZVHLKrd,https://api.spotify.com/v1/audio-analysis/2LhhnqrHPWvXYveZVHLKrd,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
The World Is Yours,Illmatic,1994,Nas,,4,10,1,290573,62,0.678,0.794,10,-6.186,0,0.14,0.274,1.68E-06,0.124,0.54,87.374,audio_features,7G3lxTsMfSx4yarMkfgnTC,spotify:track:7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/tracks/7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/audio-analysis/7G3lxTsMfSx4yarMkfgnTC,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
Halftime,Illmatic,1994,Nas,,5,10,1,260800,60,0.766,0.793,4,-6.638,0,0.165,0.0294,7.97E-06,0.173,0.647,91.925,audio_features,2PRsh2LNPxoxC9OnErnelg,spotify:track:2PRsh2LNPxoxC9OnErnelg,https://api.spotify.com/v1/tracks/2PRsh2LNPxoxC9OnErnelg,https://api.spotify.com/v1/audio-analysis/2PRsh2LNPxoxC9OnErnelg,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
Memory Lane (Sittin' in da Park),Illmatic,1994,Nas,,6,10,1,248213,56,0.648,0.841,0,-4.322,1,0.212,0.31,0,0.136,0.624,89.564,audio_features,2W58HMaCbjcUfZnZaeHtcC,spotify:track:2W58HMaCbjcUfZnZaeHtcC,https://api.spotify.com/v1/tracks/2W58HMaCbjcUfZnZaeHtcC,https://api.spotify.com/v1/audio-analysis/2W58HMaCbjcUfZnZaeHtcC,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
One Love (feat. Q-Tip),Illmatic,1994,Nas,Q-Tip,7,10,1,325653,55,0.765,0.687,0,-6.664,1,0.259,0.216,0,0.104,0.813,92.873,audio_features,27u3Rh4IWYPdwVST20ALrt,spotify:track:27u3Rh4IWYPdwVST20ALrt,https://api.spotify.com/v1/tracks/27u3Rh4IWYPdwVST20ALrt,https://api.spotify.com/v1/audio-analysis/27u3Rh4IWYPdwVST20ALrt,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
One Time 4 Your Mind,Illmatic,1994,Nas,,8,10,1,198800,51,0.823,0.547,4,-6.928,0,0.297,0.0547,0,0.229,0.483,77.791,audio_features,3p50PUgtBHM6rwUuD3RfFV,spotify:track:3p50PUgtBHM6rwUuD3RfFV,https://api.spotify.com/v1/tracks/3p50PUgtBHM6rwUuD3RfFV,https://api.spotify.com/v1/audio-analysis/3p50PUgtBHM6rwUuD3RfFV,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
Represent,Illmatic,1994,Nas,,9,10,1,252600,59,0.702,0.832,1,-4.964,1,0.318,0.02,2.8E-06,0.189,0.619,92.362,audio_features,6DPrhGVJ1WTZvM9fKptnGe,spotify:track:6DPrhGVJ1WTZvM9fKptnGe,https://api.spotify.com/v1/tracks/6DPrhGVJ1WTZvM9fKptnGe,https://api.spotify.com/v1/audio-analysis/6DPrhGVJ1WTZvM9fKptnGe,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
It Ain't Hard to Tell,Illmatic,1994,Nas,,10,10,1,202107,61,0.69,0.729,11,-5.819,0,0.221,1.7E-05,0.0431,0.152,0.357,91.376,audio_features,2CPturRUlpvirYr7VpkXCV,spotify:track:2CPturRUlpvirYr7VpkXCV,https://api.spotify.com/v1/tracks/2CPturRUlpvirYr7VpkXCV,https://api.spotify.com/v1/audio-analysis/2CPturRUlpvirYr7VpkXCV,4,https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5
Foreword (feat. Rex Orange County),Flower Boy,2017,"Tyler, The Creator",Rex Orange County,1,14,1,194080,63,0.734,0.671,1,-7.107,1,0.0315,0.118,0.00317,0.352,0.113,94.025,audio_features,33i3xxHB4YSYGYbtJrwwO8,spotify:track:33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/tracks/33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/audio-analysis/33i3xxHB4YSYGYbtJrwwO8,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Where This Flower Blooms (feat. Frank Ocean),Flower Boy,2017,"Tyler, The Creator",Frank Ocean,2,14,1,194933,68,0.686,0.429,8,-10.402,0,0.15,0.71,3.41E-06,0.166,0.27,130.09,audio_features,6KuXb26rHuRy3ZDse1VRmx,spotify:track:6KuXb26rHuRy3ZDse1VRmx,https://api.spotify.com/v1/tracks/6KuXb26rHuRy3ZDse1VRmx,https://api.spotify.com/v1/audio-analysis/6KuXb26rHuRy3ZDse1VRmx,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
