name,album,year,artist,featured_artists,track_number,tracks_on_album,explicit,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,album_image_url
Sometimes...,Flower Boy,2017,"Tyler, The Creator",,3,14,1,36160,60,0.552,0.415,3,-11.996,1,0.0451,0.959,0.000239,0.164,0.36,72.862,audio_features,4KgTrzmfiWNcVneh2Dd1Ou,spotify:track:4KgTrzmfiWNcVneh2Dd1Ou,https://api.spotify.com/v1/tracks/4KgTrzmfiWNcVneh2Dd1Ou,https://api.spotify.com/v1/audio-analysis/4KgTrzmfiWNcVneh2Dd1Ou,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
See You Again (feat. Kali Uchis),Flower Boy,2017,"Tyler, The Creator",Kali Uchis,4,14,1,180387,81,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49E-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Who Dat Boy (feat. A$AP Rocky),Flower Boy,2017,"Tyler, The Creator",A$AP Rocky,5,14,1,205093,68,0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,audio_features,21yRtB6B8EMounImAfHRCP,spotify:track:21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/tracks/21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/audio-analysis/21yRtB6B8EMounImAfHRCP,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Pothole (feat. Jaden Smith),Flower Boy,2017,"Tyler, The Creator",Jaden,6,14,1,237000,62,0.543,0.572,11,-8.974,1,0.338,0.51,7.23E-06,0.28,0.569,89.386,audio_features,5SxlUF7J8tyFIEF22EomeP,spotify:track:5SxlUF7J8tyFIEF22EomeP,https://api.spotify.com/v1/tracks/5SxlUF7J8tyFIEF22EomeP,https://api.spotify.com/v1/audio-analysis/5SxlUF7J8tyFIEF22EomeP,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Garden Shed (feat. Estelle),Flower Boy,2017,"Tyler, The Creator",Estelle,7,14,1,223947,63,0.423,0.456,2,-8.45,0,0.0579,0.381,0.016,0.12,0.148,112.984,audio_features,6ACiYjq5Q7e6BlhZEHz7cd,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/tracks/6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/audio-analysis/6ACiYjq5Q7e6BlhZEHz7cd,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Boredom (feat. Rex Orange County & Anna of the North),Flower Boy,2017,"Tyler, The Creator",Anna of the North,8,14,1,320720,73,0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,audio_features,5WNYg3usc6H8N3MBEp4zVk,spotify:track:5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/tracks/5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/audio-analysis/5WNYg3usc6H8N3MBEp4zVk,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
I Ain't Got Time!,Flower Boy,2017,"Tyler, The Creator",,9,14,1,206267,62,0.549,0.725,1,-7.239,1,0.397,0.0539,3.52E-05,0.148,0.547,108.822,audio_features,430qNtapCS3Ue1yoSql1oV,spotify:track:430qNtapCS3Ue1yoSql1oV,https://api.spotify.com/v1/tracks/430qNtapCS3Ue1yoSql1oV,https://api.spotify.com/v1/audio-analysis/430qNtapCS3Ue1yoSql1oV,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Flower Boy,2017,"Tyler, The Creator",Steve Lacy,10,14,1,255653,72,0.48,0.61,0,-7.042,1,0.305,0.0456,0,0.313,0.297,90.034,audio_features,4bEcoz1OcfMgUbp2ft8ieQ,spotify:track:4bEcoz1OcfMgUbp2ft8ieQ,https://api.spotify.com/v1/tracks/4bEcoz1OcfMgUbp2ft8ieQ,https://api.spotify.com/v1/audio-analysis/4bEcoz1OcfMgUbp2ft8ieQ,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Droppin' Seeds (feat. Lil' Wayne),Flower Boy,2017,"Tyler, The Creator",Lil Wayne,11,14,1,60000,58,0.401,0.532,5,-11.554,0,0.508,0.103,0,0.478,0.413,84.777,audio_features,39u2PsqrAZpZ0KPx6CjasV,spotify:track:39u2PsqrAZpZ0KPx6CjasV,https://api.spotify.com/v1/tracks/39u2PsqrAZpZ0KPx6CjasV,https://api.spotify.com/v1/audio-analysis/39u2PsqrAZpZ0KPx6CjasV,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
November,Flower Boy,2017,"Tyler, The Creator",,12,14,1,225347,62,0.547,0.759,1,-7.039,0,0.413,0.354,2.15E-05,0.676,0.575,91.85,audio_features,4XDpeWqPADoWRKcUY3dC84,spotify:track:4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/tracks/4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/audio-analysis/4XDpeWqPADoWRKcUY3dC84,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Glitter,Flower Boy,2017,"Tyler, The Creator",,13,14,1,224893,70,0.449,0.434,1,-11.777,1,0.243,0.306,2.76E-06,0.633,0.371,78.57,audio_features,0qtK3XwbuG153dmwB8iepL,spotify:track:0qtK3XwbuG153dmwB8iepL,https://api.spotify.com/v1/tracks/0qtK3XwbuG153dmwB8iepL,https://api.spotify.com/v1/audio-analysis/0qtK3XwbuG153dmwB8iepL,5,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
"Enjoy Right Now, Today",Flower Boy,2017,"Tyler, The Creator",,14,14,0,235400,57,0.729,0.675,1,-6.008,1,0.187,0.037,0.847,0.0891,0.654,162.126,audio_features,3R1Vu4Ws7UitwDxDHTol0P,spotify:track:3R1Vu4Ws7UitwDxDHTol0P,https://api.spotify.com/v1/tracks/3R1Vu4Ws7UitwDxDHTol0P,https://api.spotify.com/v1/audio-analysis/3R1Vu4Ws7UitwDxDHTol0P,4,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Pigs on the Wing 1,Animals,1977,Pink Floyd,,1,5,0,84280,56,0.664,0.171,7,-20.731,1,0.0452,0.3,0.00108,0.264,0.378,128.631,audio_features,19tHmIQsRnebkyK09m2UXE,spotify:track:19tHmIQsRnebkyK09m2UXE,https://api.spotify.com/v1/tracks/19tHmIQsRnebkyK09m2UXE,https://api.spotify.com/v1/audio-analysis/19tHmIQsRnebkyK09m2UXE,3,https://i.scdn.co/image/ab67616d0000b2730671b43480c4cfb4b5667857
Dogs,Animals,1977,Pink Floyd,,2,5,0,1025280,61,0.321,0.479,2,-11.395,0,0.049,0.0762,0.00471,0.151,0.139,109.239,audio_features,2jvuMDqBK04WvCYYz5qjvG,spotify:track:2jvuMDqBK04WvCYYz5qjvG,https://api.spotify.com/v1/tracks/2jvuMDqBK04WvCYYz5qjvG,https://api.spotify.com/v1/audio-analysis/2jvuMDqBK04WvCYYz5qjvG,4,https://i.scdn.co/image/ab67616d0000b2730671b43480c4cfb4b5667857
Pigs (Three Different Ones),Animals,1977,Pink Floyd,,3,5,0,685880,57,0.419,0.574,4,-12.221,0,0.089,0.102,0.462,0.895,0.345,129.26,audio_features,0gEaeqVRHPzRc7HMXtOKc7,spotify:track:0gEaeqVRHPzRc7HMXtOKc7,https://api.spotify.com/v1/tracks/0gEaeqVRHPzRc7HMXtOKc7,https://api.spotify.com/v1/audio-analysis/0gEaeqVRHPzRc7HMXtOKc7,4,https://i.scdn.co/image/ab67616d0000b2730671b43480c4cfb4b5667857
Sheep,Animals,1977,Pink Floyd,,4,5,0,619079,54,0.28,0.716,9,-12.095,0,0.0986,0.0648,0.512,0.512,0.0616,135.409,audio_features,55e99bv2wlgTYtNEYHWtN1,spotify:track:55e99bv2wlgTYtNEYHWtN1,https://api.spotify.com/v1/tracks/55e99bv2wlgTYtNEYHWtN1,https://api.spotify.com/v1/audio-analysis/55e99bv2wlgTYtNEYHWtN1,4,https://i.scdn.co/image/ab67616d0000b2730671b43480c4cfb4b5667857
Pigs on the Wing 2,Animals,1977,Pink Floyd,,5,5,0,86697,50,0.596,0.17,7,-19.58,1,0.043,0.256,4.39E-05,0.0772,0.486,128.585,audio_features,1OzTJHmUMMYPQpMLxZYHlU,spotify:track:1OzTJHmUMMYPQpMLxZYHlU,https://api.spotify.com/v1/tracks/1OzTJHmUMMYPQpMLxZYHlU,https://api.spotify.com/v1/audio-analysis/1OzTJHmUMMYPQpMLxZYHlU,3,https://i.scdn.co/image/ab67616d0000b2730671b43480c4cfb4b5667857
I Thought About Killing You,Ye,2018,Kanye West,,1,7,1,274187,62,0.752,0.396,2,-7.932,1,0.411,0.867,0,0.0486,0.417,116.016,audio_features,0yhxBvedRdGxsPZHJNI4VA,spotify:track:0yhxBvedRdGxsPZHJNI4VA,https://api.spotify.com/v1/tracks/0yhxBvedRdGxsPZHJNI4VA,https://api.spotify.com/v1/audio-analysis/0yhxBvedRdGxsPZHJNI4VA,4,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2
Yikes,Ye,2018,Kanye West,,2,7,1,188773,67,0.683,0.776,1,-3.251,0,0.341,0.15,0,0.227,0.223,173.996,audio_features,1qsHYUd2c1wFGcn7e63QmG,spotify:track:1qsHYUd2c1wFGcn7e63QmG,https://api.spotify.com/v1/tracks/1qsHYUd2c1wFGcn7e63QmG,https://api.spotify.com/v1/audio-analysis/1qsHYUd2c1wFGcn7e63QmG,4,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2
All Mine,Ye,2018,Kanye West,,3,7,1,145507,71,0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,audio_features,3U21A07gAloCc4P7J8rxcn,spotify:track:3U21A07gAloCc4P7J8rxcn,https://api.spotify.com/v1/tracks/3U21A07gAloCc4P7J8rxcn,https://api.spotify.com/v1/audio-analysis/3U21A07gAloCc4P7J8rxcn,4,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2
No Mistakes,Ye,2018,Kanye West,,5,7,1,123040,61,0.643,0.646,10,-2.442,0,0.0629,0.0393,0,0.109,0.35,80.174,audio_features,35KV2Nuib6jPMVN00O8iba,spotify:track:35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/tracks/35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/audio-analysis/35KV2Nuib6jPMVN00O8iba,4,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2
Ghost Town,Ye,2018,Kanye West,PARTYNEXTDOOR,6,7,1,271387,78,0.573,0.545,7,-4.247,0,0.0288,0.0969,0,0.329,0.297,83.378,audio_features,7vgTNTaEz3CsBZ1N4YQalM,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/tracks/7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/audio-analysis/7vgTNTaEz3CsBZ1N4YQalM,4,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2
Violent Crimes,Ye,2018,Kanye West,,7,7,1,215320,75,0.669,0.419,1,-6.724,0,0.522,0.376,0,0.187,0.0397,109.813,audio_features,3s7MCdXyWmwjdcWh7GWXas,spotify:track:3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/tracks/3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/audio-analysis/3s7MCdXyWmwjdcWh7GWXas,4,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2
Horn Intro,Good News For People Who Love Bad News,2004,Modest Mouse,,1,16,0,9867,0,0,0.475,1,-4.701,1,0,0.0131,0.0908,0.399,0,0,audio_features,5nKe9PgCtEhqdnvXAQIBhF,spotify:track:5nKe9PgCtEhqdnvXAQIBhF,https://api.spotify.com/v1/tracks/5nKe9PgCtEhqdnvXAQIBhF,https://api.spotify.com/v1/audio-analysis/5nKe9PgCtEhqdnvXAQIBhF,0,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
The World At Large,Good News For People Who Love Bad News,2004,Modest Mouse,,2,16,0,272507,58,0.523,0.477,6,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,audio_features,5op53ANI4exiWqFHKuwWxd,spotify:track:5op53ANI4exiWqFHKuwWxd,https://api.spotify.com/v1/tracks/5op53ANI4exiWqFHKuwWxd,https://api.spotify.com/v1/audio-analysis/5op53ANI4exiWqFHKuwWxd,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Float On,Good News For People Who Love Bad News,2004,Modest Mouse,,3,16,0,208467,72,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23E-06,0.0888,0.553,100.975,audio_features,2lwwrWVKdf3LR9lbbhnr6R,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Ocean Breathes Salty,Good News For People Who Love Bad News,2004,Modest Mouse,,4,16,0,224333,55,0.646,0.964,7,-3.177,1,0.0369,0.0407,3.65E-06,0.293,0.747,95.479,audio_features,4ToYlykhwpW98KtMIGnWQK,spotify:track:4ToYlykhwpW98KtMIGnWQK,https://api.spotify.com/v1/tracks/4ToYlykhwpW98KtMIGnWQK,https://api.spotify.com/v1/audio-analysis/4ToYlykhwpW98KtMIGnWQK,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Dig Your Grave,Good News For People Who Love Bad News,2004,Modest Mouse,,5,16,0,12933,0,0,0.22,3,-14.549,0,0,0.926,0.0232,0.218,0,0,audio_features,5OyurLkQVrXM7I33eiF696,spotify:track:5OyurLkQVrXM7I33eiF696,https://api.spotify.com/v1/tracks/5OyurLkQVrXM7I33eiF696,https://api.spotify.com/v1/audio-analysis/5OyurLkQVrXM7I33eiF696,0,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Bury Me With It,Good News For People Who Love Bad News,2004,Modest Mouse,,6,16,0,229867,44,0.521,0.931,2,-4.549,1,0.0654,0.00575,0,0.243,0.816,170.048,audio_features,72zsr1jSMnaMPtl713jXeJ,spotify:track:72zsr1jSMnaMPtl713jXeJ,https://api.spotify.com/v1/tracks/72zsr1jSMnaMPtl713jXeJ,https://api.spotify.com/v1/audio-analysis/72zsr1jSMnaMPtl713jXeJ,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Dance Hall,Good News For People Who Love Bad News,2004,Modest Mouse,,7,16,1,177067,42,0.405,0.931,11,-4.459,0,0.0498,0.00594,0.107,0.673,0.655,187.159,audio_features,1UnB75lnUCGkgru3tEsQYY,spotify:track:1UnB75lnUCGkgru3tEsQYY,https://api.spotify.com/v1/tracks/1UnB75lnUCGkgru3tEsQYY,https://api.spotify.com/v1/audio-analysis/1UnB75lnUCGkgru3tEsQYY,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Bukowski,Good News For People Who Love Bad News,2004,Modest Mouse,,8,16,1,254667,49,0.622,0.413,8,-9.975,1,0.0457,0.0839,0.00235,0.131,0.52,130.166,audio_features,27QCaXOhT6qY0NT6tv5IZ6,spotify:track:27QCaXOhT6qY0NT6tv5IZ6,https://api.spotify.com/v1/tracks/27QCaXOhT6qY0NT6tv5IZ6,https://api.spotify.com/v1/audio-analysis/27QCaXOhT6qY0NT6tv5IZ6,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
This Devil's Workday,Good News For People Who Love Bad News,2004,Modest Mouse,,9,16,0,139307,41,0.47,0.635,7,-5.716,0,0.0446,0.779,0,0.562,0.913,210.025,audio_features,5b9lH8ThEcXGWsBM3TqAi5,spotify:track:5b9lH8ThEcXGWsBM3TqAi5,https://api.spotify.com/v1/tracks/5b9lH8ThEcXGWsBM3TqAi5,https://api.spotify.com/v1/audio-analysis/5b9lH8ThEcXGWsBM3TqAi5,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
The View,Good News For People Who Love Bad News,2004,Modest Mouse,,10,16,1,250093,45,0.655,0.883,0,-4.913,1,0.0443,0.00165,0.00813,0.0472,0.69,123,audio_features,7mKkJuVgkR72ozJGvJOTHP,spotify:track:7mKkJuVgkR72ozJGvJOTHP,https://api.spotify.com/v1/tracks/7mKkJuVgkR72ozJGvJOTHP,https://api.spotify.com/v1/audio-analysis/7mKkJuVgkR72ozJGvJOTHP,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Satin In A Coffin,Good News For People Who Love Bad News,2004,Modest Mouse,,11,16,0,155200,44,0.458,0.836,7,-6.146,0,0.0479,0.00384,0,0.365,0.417,173.839,audio_features,604fgWYaIUfr9UtBe9bj1p,spotify:track:604fgWYaIUfr9UtBe9bj1p,https://api.spotify.com/v1/tracks/604fgWYaIUfr9UtBe9bj1p,https://api.spotify.com/v1/audio-analysis/604fgWYaIUfr9UtBe9bj1p,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Interlude (Milo),Good News For People Who Love Bad News,2004,Modest Mouse,,12,16,0,58893,37,0.111,0.0792,2,-15.796,1,0.0377,0.17,0.877,0.101,0.34,89.658,audio_features,0SCJXZZKUHgbWmUkhCpA9H,spotify:track:0SCJXZZKUHgbWmUkhCpA9H,https://api.spotify.com/v1/tracks/0SCJXZZKUHgbWmUkhCpA9H,https://api.spotify.com/v1/audio-analysis/0SCJXZZKUHgbWmUkhCpA9H,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Blame It On the Tetons,Good News For People Who Love Bad News,2004,Modest Mouse,,13,16,0,324973,43,0.401,0.307,7,-14.729,1,0.0301,0.204,0.23,0.129,0.525,81.98,audio_features,2q5zd5u4A4JzAbes2VDPjk,spotify:track:2q5zd5u4A4JzAbes2VDPjk,https://api.spotify.com/v1/tracks/2q5zd5u4A4JzAbes2VDPjk,https://api.spotify.com/v1/audio-analysis/2q5zd5u4A4JzAbes2VDPjk,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
Black Cadillacs,Good News For People Who Love Bad News,2004,Modest Mouse,,14,16,1,163427,43,0.654,0.786,0,-4.697,1,0.0879,0.132,0,0.0756,0.806,120.097,audio_features,0UhIdavKe4EQSJCTPd6wQa,spotify:track:0UhIdavKe4EQSJCTPd6wQa,https://api.spotify.com/v1/tracks/0UhIdavKe4EQSJCTPd6wQa,https://api.spotify.com/v1/audio-analysis/0UhIdavKe4EQSJCTPd6wQa,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
One Chance,Good News For People Who Love Bad News,2004,Modest Mouse,,15,16,0,181507,43,0.461,0.675,7,-6.098,1,0.0659,0.304,0.00711,0.132,0.423,186.183,audio_features,2FgVVn5jX8lE7nSLnYKLhE,spotify:track:2FgVVn5jX8lE7nSLnYKLhE,https://api.spotify.com/v1/tracks/2FgVVn5jX8lE7nSLnYKLhE,https://api.spotify.com/v1/audio-analysis/2FgVVn5jX8lE7nSLnYKLhE,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
The Good Times Are Killing Me,Good News For People Who Love Bad News,2004,Modest Mouse,,16,16,1,256800,49,0.691,0.551,5,-8.984,1,0.0389,0.386,0.00115,0.223,0.654,93.979,audio_features,1fBO9S4vo5cfCfRK1Ofaxa,spotify:track:1fBO9S4vo5cfCfRK1Ofaxa,https://api.spotify.com/v1/tracks/1fBO9S4vo5cfCfRK1Ofaxa,https://api.spotify.com/v1/audio-analysis/1fBO9S4vo5cfCfRK1Ofaxa,4,https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1
More Than a Feeling,Boston,1976,Boston,,1,8,0,285133,79,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Peace of Mind,Boston,1976,Boston,,2,8,0,303587,69,0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65E-05,0.211,0.683,127.67,audio_features,1GqlvSEtMx5xbGptxOTTyk,spotify:track:1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/tracks/1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/audio-analysis/1GqlvSEtMx5xbGptxOTTyk,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Foreplay / Long Time,Boston,1976,Boston,,3,8,0,467640,65,0.436,0.657,5,-8.868,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693,audio_features,39C5FuZ8C8M0QI8CrMsPkR,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/tracks/39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/audio-analysis/39C5FuZ8C8M0QI8CrMsPkR,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Rock & Roll Band,Boston,1976,Boston,,4,8,0,180347,58,0.487,0.838,4,-6.153,1,0.0433,0.00343,2.92E-05,0.377,0.655,136.743,audio_features,5E89Izp4YhPyNShoxiOJ1u,spotify:track:5E89Izp4YhPyNShoxiOJ1u,https://api.spotify.com/v1/tracks/5E89Izp4YhPyNShoxiOJ1u,https://api.spotify.com/v1/audio-analysis/5E89Izp4YhPyNShoxiOJ1u,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Smokin',Boston,1976,Boston,,5,8,0,261387,63,0.197,0.798,2,-7.334,1,0.0656,0.000545,0.414,0.187,0.525,175.068,audio_features,5u5qlnyVaewWugJIjzilIc,spotify:track:5u5qlnyVaewWugJIjzilIc,https://api.spotify.com/v1/tracks/5u5qlnyVaewWugJIjzilIc,https://api.spotify.com/v1/audio-analysis/5u5qlnyVaewWugJIjzilIc,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Hitch a Ride,Boston,1976,Boston,,6,8,0,251733,54,0.382,0.814,3,-7.23,1,0.0406,0.0011,0.00401,0.101,0.569,116.454,audio_features,0870QNicMawQH2cnzBVZ3P,spotify:track:0870QNicMawQH2cnzBVZ3P,https://api.spotify.com/v1/tracks/0870QNicMawQH2cnzBVZ3P,https://api.spotify.com/v1/audio-analysis/0870QNicMawQH2cnzBVZ3P,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Something About You,Boston,1976,Boston,,7,8,0,227907,49,0.266,0.75,6,-7.338,0,0.0565,0.000708,0.000174,0.0969,0.366,131.464,audio_features,1KxNmUInjFsoDFrLaTtpLZ,spotify:track:1KxNmUInjFsoDFrLaTtpLZ,https://api.spotify.com/v1/tracks/1KxNmUInjFsoDFrLaTtpLZ,https://api.spotify.com/v1/audio-analysis/1KxNmUInjFsoDFrLaTtpLZ,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Let Me Take You Home Tonight,Boston,1976,Boston,,8,8,0,286680,50,0.491,0.634,2,-7.232,1,0.0346,0.00367,0,0.254,0.68,76.908,audio_features,6485cn8SoHq6qPdmeQcw4x,spotify:track:6485cn8SoHq6qPdmeQcw4x,https://api.spotify.com/v1/tracks/6485cn8SoHq6qPdmeQcw4x,https://api.spotify.com/v1/audio-analysis/6485cn8SoHq6qPdmeQcw4x,4,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a
Kickapoo,The Pick Of Destiny,2006,Tenacious D,,1,15,1,254347,60,0.501,0.796,0,-4.599,1,0.104,0.107,0.000974,0.539,0.582,130.719,audio_features,7lFgli7y2vo7sjgynHZzBP,spotify:track:7lFgli7y2vo7sjgynHZzBP,https://api.spotify.com/v1/tracks/7lFgli7y2vo7sjgynHZzBP,https://api.spotify.com/v1/audio-analysis/7lFgli7y2vo7sjgynHZzBP,4,https://i.scdn.co/image/ab67616d0000b273bc90b4b507565e1fae75033d
Classico,The Pick Of Destiny,2006,Tenacious D,,2,15,1,58507,52,0.738,0.531,6,-7.35,1,0.14,0.907,1.07E-05,0.311,0.919,170.007,audio_features,1KRdD8IpxMXGB2883OVP2Q,spotify:track:1KRdD8IpxMXGB2883OVP2Q,https://api.spotify.com/v1/tracks/1KRdD8IpxMXGB2883OVP2Q,https://api.spotify.com/v1/audio-analysis/1KRdD8IpxMXGB2883OVP2Q,4,https://i.scdn.co/image/ab67616d0000b273bc90b4b507565e1fae75033d
Baby,The Pick Of Destiny,2006,Tenacious D,,3,17,0,96200,40,0.607,0.168,4,-15.724,1,0.0463,0.932,0.00159,0.197,0.222,109.88,audio_features,58Ij2sID9JAdDZODPIpdKB,spotify:track:58Ij2sID9JAdDZODPIpdKB,https://api.spotify.com/v1/tracks/58Ij2sID9JAdDZODPIpdKB,https://api.spotify.com/v1/audio-analysis/58Ij2sID9JAdDZODPIpdKB,3,https://i.scdn.co/image/ab67616d0000b273471fc4fc6166fd3d74ede183
Destiny,The Pick Of Destiny,2006,Tenacious D,,4,17,0,37067,40,0.345,0.26,7,-6.847,1,0.0403,0.942,0.803,0.114,0.864,89.173,audio_features,7e8MqaQtIpSEQdxALdZV6p,spotify:track:7e8MqaQtIpSEQdxALdZV6p,https://api.spotify.com/v1/tracks/7e8MqaQtIpSEQdxALdZV6p,https://api.spotify.com/v1/audio-analysis/7e8MqaQtIpSEQdxALdZV6p,4,https://i.scdn.co/image/ab67616d0000b273471fc4fc6166fd3d74ede183
History,The Pick Of Destiny,2006,Tenacious D,,5,17,1,102240,43,0.632,0.645,7,-4.98,1,0.0442,0.399,0,0.108,0.886,106.449,audio_features,6aupuTM7tUiKhizolq342L,spotify:track:6aupuTM7tUiKhizolq342L,https://api.spotify.com/v1/tracks/6aupuTM7tUiKhizolq342L,https://api.spotify.com/v1/audio-analysis/6aupuTM7tUiKhizolq342L,4,https://i.scdn.co/image/ab67616d0000b273471fc4fc6166fd3d74ede183
The Government Totally Sucks,The Pick Of Destiny,2006,Tenacious D,,6,17,1,94533,40,0.543,0.905,1,-4.886,0,0.339,0.394,0,0.368,0.498,143.725,audio_features,40zvIUfAbILQInqdiOJa4J,spotify:track:40zvIUfAbILQInqdiOJa4J,https://api.spotify.com/v1/tracks/40zvIUfAbILQInqdiOJa4J,https://api.spotify.com/v1/audio-analysis/40zvIUfAbILQInqdiOJa4J,4,https://i.scdn.co/image/ab67616d0000b273471fc4fc6166fd3d74ede183
